HCPC,ProcGRP,csc,atg,atg_priority,procgrp_intensity,hcpcs_intensity,imputed_rel_wgt,status_ind,procgrp_ver,release
"65820","0280",OPHTHAL,SURG MINOR,3,9.843457282,4585000.213,45.85,J1,2016,2
"65850","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.238,23.67,T,2016,2
"65855","0280",OPHTHAL,SURG MINOR,3,9.843457282,597000.0773,5.97,T,2016,2
"65860","0280",OPHTHAL,SURG MINOR,3,9.843457282,597000.0875,5.97,T,2016,2
"65865","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.134,23.67,T,2016,2
"65870","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.168,23.67,T,2016,2
"65875","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.179,23.67,T,2016,2
"65880","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.188,23.67,T,2016,2
"65900","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.272,23.67,T,2016,2
"65920","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.224,23.67,T,2016,2
"65930","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.181,23.67,T,2016,2
"66020","2025",MISC,DRUG ADMIN,5,1.331300217,2367000.053,23.67,T,2016,2
"66030","2025",MISC,DRUG ADMIN,5,1.331300217,2367000.047,23.67,T,2016,2
"66130","0285",OPHTHAL,SURG MAJOR,1,36.47434048,1900000.197,19,T,2016,2
"66150","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4585000.249,45.85,J1,2016,2
"66155","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.249,23.67,T,2016,2
"66160","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.281,23.67,T,2016,2
"66165","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2406640.206,24.0664,T,2016,2
"66170","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.275,23.67,T,2016,2
"66172","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.346,23.67,T,2016,2
"66174","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.269,23.67,T,2016,2
"66175","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4585000.282,45.85,J1,2016,2
"66179","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4585000.306,45.85,J1,2016,2
"66180","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4585000.323,45.85,J1,2016,2
"66183","0285",OPHTHAL,SURG MAJOR,1,36.47434048,4585000.293,45.85,J1,2016,2
"66184","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.223,23.67,T,2016,2
"66185","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.24,23.67,T,2016,2
"66220","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.212,23.67,T,2016,2
"66225","0285",OPHTHAL,SURG MAJOR,1,36.47434048,2367000.264,23.67,T,2016,2
"66250","0285",OPHTHAL,SURG MAJOR,1,36.47434048,1900000.212,19,T,2016,2
"66500","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.1,23.67,T,2016,2
"66505","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.11,23.67,T,2016,2
"66600","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.236,23.67,T,2016,2
"66605","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.3,23.67,T,2016,2
"66625","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.122,23.67,T,2016,2
"66630","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.162,23.67,T,2016,2
"66635","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.163,23.67,T,2016,2
"66680","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.147,23.67,T,2016,2
"66682","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.181,23.67,T,2016,2
"66700","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.128,23.67,T,2016,2
"66710","0290",OPHTHAL,SURG MINOR,3,6.926582823,1900000.125,19,T,2016,2
"66711","0290",OPHTHAL,SURG MINOR,3,6.926582823,2367000.182,23.67,T,2016,2
"66720","0290",OPHTHAL,SURG MINOR,3,6.926582823,1900000.134,19,T,2016,2
"66740","0290",OPHTHAL,SURG MINOR,3,6.926582823,1900000.124,19,T,2016,2
"66761","0290",OPHTHAL,SURG MINOR,3,6.926582823,597000.0839,5.97,T,2016,2
"66762","0290",OPHTHAL,SURG MINOR,3,6.926582823,597000.1346,5.97,T,2016,2
"66770","0290",OPHTHAL,SURG MINOR,3,6.926582823,597000.1496,5.97,T,2016,2
"66820","0295",OPHTHAL,SURG MAJOR,1,23.66796219,2367000.111,23.67,T,2016,2
"66821","4980",OPHTHAL,SURG MINOR,3,5.97,597000.0932,5.97,T,2016,2
"66825","0295",OPHTHAL,SURG MAJOR,1,23.66796219,2367000.216,23.67,T,2016,2
"66830","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.201,23.67,T,2016,2
"66840","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.198,23.67,T,2016,2
"66850","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.225,23.67,T,2016,2
"66852","0870",OPHTHAL,SURG MAJOR,1,23.6871935,4585000.24,45.85,J1,2016,2
"66920","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.214,23.67,T,2016,2
"66930","0870",OPHTHAL,SURG MAJOR,1,23.6871935,4585000.243,45.85,J1,2016,2
"66940","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.222,23.67,T,2016,2
"66982","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.225,23.67,T,2016,2
"66983","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.199,23.67,T,2016,2
"66984","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.179,23.67,T,2016,2
"66985","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.218,23.67,T,2016,2
"66986","0870",OPHTHAL,SURG MAJOR,1,23.6871935,2367000.258,23.67,T,2016,2
"66990","3155",OPHTHAL,ADDITIONAL,9,0,0.0257,0,N,2016,2
"66999","3455",OPHTHAL,SURG MAJOR,1,21.32770125,2367000.057,23.67,T,2016,2
"67005","3865",OPHTHAL,SURG MAJOR,1,33.96020308,2367000.134,23.67,T,2016,2
"67010","3865",OPHTHAL,SURG MAJOR,1,33.96020308,2367000.154,23.67,T,2016,2
"67015","3865",OPHTHAL,SURG MAJOR,1,33.96020308,2367000.165,23.67,T,2016,2
"67025","2170",OPHTHAL,INVAS MINOR,3,3.814066703,2367000.206,23.67,T,2016,2
"67027","3865",OPHTHAL,SURG MAJOR,1,33.96020308,12747000.24,127.47,J1,2016,2
"67028","2170",OPHTHAL,INVAS MINOR,3,3.814066703,380000.0289,3.8,S,2016,2
"67030","3865",OPHTHAL,SURG MAJOR,1,33.96020308,2367000.151,23.67,T,2016,2
"67031","3865",OPHTHAL,SURG MAJOR,1,33.96020308,597000.1102,5.97,T,2016,2
"67036","3865",OPHTHAL,SURG MAJOR,1,33.96020308,2367000.256,23.67,T,2016,2
"67038","3865",OPHTHAL,SURG MAJOR,1,33.96020308,3742900.395,37.429,T,2016,2
"67039","3865",OPHTHAL,SURG MAJOR,1,33.96020308,4585000.274,45.85,J1,2016,2
"67040","3865",OPHTHAL,SURG MAJOR,1,33.96020308,4585000.297,45.85,J1,2016,2
"67041","3865",OPHTHAL,SURG MAJOR,1,33.96020308,2367000.328,23.67,T,2016,2
"67042","3865",OPHTHAL,SURG MAJOR,1,33.96020308,4585000.328,45.85,J1,2016,2
"67043","3865",OPHTHAL,SURG MAJOR,1,33.96020308,4585000.346,45.85,J1,2016,2
"67101","3860",OPHTHAL,SURG MAJOR,1,32.85619542,2367000.222,23.67,T,2016,2
"67105","3860",OPHTHAL,SURG MAJOR,1,32.85619542,597000.204,5.97,T,2016,2
"67107","3860",OPHTHAL,SURG MAJOR,1,32.85619542,4585000.289,45.85,J1,2016,2
"67108","3860",OPHTHAL,SURG MAJOR,1,32.85619542,4585000.308,45.85,J1,2016,2
"67110","3860",OPHTHAL,SURG MAJOR,1,32.85619542,2367000.216,23.67,T,2016,2
"67112","3860",OPHTHAL,SURG MAJOR,1,32.85619542,4209830.375,42.0983,T,2016,2
"67113","3860",OPHTHAL,SURG MAJOR,1,32.85619542,4585000.381,45.85,J1,2016,2
"67115","3860",OPHTHAL,SURG MAJOR,1,32.85619542,2367000.142,23.67,T,2016,2
"67120","3860",OPHTHAL,SURG MAJOR,1,32.85619542,2367000.186,23.67,T,2016,2
"67121","3860",OPHTHAL,SURG MAJOR,1,32.85619542,2367000.258,23.67,T,2016,2
"67141","4190",OPHTHAL,MEDIC THER,5,5.799151656,354000.1485,3.54,T,2016,2
"67145","4190",OPHTHAL,MEDIC THER,5,5.799151656,597000.1494,5.97,T,2016,2
"67208","3850",OPHTHAL,SURG MINOR,3,6.306285989,354000.1701,3.54,T,2016,2
"67210","3850",OPHTHAL,SURG MINOR,3,6.306285989,597000.1469,5.97,T,2016,2
"67218","3850",OPHTHAL,SURG MINOR,3,6.306285989,3405000.393,34.05,T,2016,2
"67220","3850",OPHTHAL,SURG MINOR,3,6.306285989,597000.1515,5.97,T,2016,2
"67221","3850",OPHTHAL,SURG MINOR,3,6.306285989,597000.0813,5.97,T,2016,2
"67225","3855",OPHTHAL,ADDITIONAL,9,0,0.0084,0,N,2016,2
"67227","3850",OPHTHAL,SURG MINOR,3,6.306285989,3405000.082,34.05,T,2016,2
"67228","3850",OPHTHAL,SURG MINOR,3,6.306285989,597000.0967,5.97,T,2016,2
"67229","3850",OPHTHAL,SURG MINOR,3,6.306285989,597000.3173,5.97,T,2016,2
"67250","3850",OPHTHAL,SURG MINOR,3,6.306285989,1900000.222,19,T,2016,2
"67255","3850",OPHTHAL,SURG MINOR,3,6.306285989,2367000.194,23.67,T,2016,2
"67299","3455",OPHTHAL,SURG MAJOR,1,21.32770125,2367000.095,23.67,T,2016,2
"67311","2940",OPHTHAL,SURG MAJOR,1,7.306340303,1900000.17,19,T,2016,2
"67312","2940",OPHTHAL,SURG MAJOR,1,7.306340303,3405000.202,34.05,T,2016,2
"67314","2940",OPHTHAL,SURG MAJOR,1,7.306340303,1900000.191,19,T,2016,2
"67316","2940",OPHTHAL,SURG MAJOR,1,7.306340303,1900000.228,19,T,2016,2
"67318","2940",OPHTHAL,SURG MAJOR,1,7.306340303,1900000.2,19,T,2016,2
"67320","2940",OPHTHAL,SURG MAJOR,1,7.306340303,0.0918,0,N,2016,2
"67331","2940",OPHTHAL,SURG MAJOR,1,7.306340303,0.0871,0,N,2016,2
"67332","2940",OPHTHAL,SURG MAJOR,1,7.306340303,0.0946,0,N,2016,2
"67334","2940",OPHTHAL,SURG MAJOR,1,7.306340303,0.0859,0,N,2016,2
"67335","2940",OPHTHAL,SURG MAJOR,1,7.306340303,0.0424,0,N,2016,2
"67340","2940",OPHTHAL,SURG MAJOR,1,7.306340303,0.1021,0,N,2016,2
"67343","2940",OPHTHAL,SURG MAJOR,1,7.306340303,1900000.186,19,T,2016,2
"67345","3455",OPHTHAL,SURG MAJOR,1,21.32770125,354000.069,3.54,T,2016,2
"67346","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.055,34.05,T,2016,2
"67350","3455",OPHTHAL,SURG MAJOR,1,21.32770125,895560.049,8.9556,T,2016,2
"67399","3455",OPHTHAL,SURG MAJOR,1,21.32770125,354000.008,3.54,T,2016,2
"67400","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.264,34.05,T,2016,2
"67405","3455",OPHTHAL,SURG MAJOR,1,21.32770125,1900000.226,19,T,2016,2
"67412","3455",OPHTHAL,SURG MAJOR,1,21.32770125,1900000.242,19,T,2016,2
"67413","3455",OPHTHAL,SURG MAJOR,1,21.32770125,1900000.243,19,T,2016,2
"67414","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.376,34.05,T,2016,2
"67415","3150",OPHTHAL,INVAS MINOR,3,19,1900000.03,19,T,2016,2
"67420","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.46,34.05,T,2016,2
"67430","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.352,34.05,T,2016,2
"67440","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.342,34.05,T,2016,2
"67445","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.398,34.05,T,2016,2
"67450","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.356,34.05,T,2016,2
"67500","2025",MISC,DRUG ADMIN,5,1.331300217,354000.0225,3.54,T,2016,2
"67505","2025",MISC,DRUG ADMIN,5,1.331300217,354000.0253,3.54,T,2016,2
"67515","2025",MISC,DRUG ADMIN,5,1.331300217,354000.0275,3.54,T,2016,2
"67550","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.274,34.05,T,2016,2
"67560","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.281,34.05,T,2016,2
"67570","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.33,34.05,T,2016,2
"67599","3455",OPHTHAL,SURG MAJOR,1,21.32770125,354000,3.54,T,2016,2
"67700","2945",OPHTHAL,SURG MINOR,3,4.462695019,354000.0758,3.54,T,2016,2
"67710","2945",OPHTHAL,SURG MINOR,3,4.462695019,945000.0632,9.45,T,2016,2
"67715","2945",OPHTHAL,SURG MINOR,3,4.462695019,1900000.068,19,T,2016,2
"67800","2945",OPHTHAL,SURG MINOR,3,4.462695019,354000.036,3.54,T,2016,2
"67801","2945",OPHTHAL,SURG MINOR,3,4.462695019,945000.0458,9.45,T,2016,2
"67805","2945",OPHTHAL,SURG MINOR,3,4.462695019,354000.0571,3.54,T,2016,2
"67808","2945",OPHTHAL,SURG MINOR,3,4.462695019,1900000.105,19,T,2016,2
"67810","0475",DERMATOLOGY,INVAS MINOR,3,3.54,354000.0487,3.54,T,2016,2
"67820","1550",OPHTHAL,SURG MINOR,3,1.281606449,123000.0141,1.23,Q1,2016,2
"67825","1550",OPHTHAL,SURG MINOR,3,1.281606449,354000.0364,3.54,T,2016,2
"67830","1545",OPHTHAL,SURG MINOR,3,10.4710366,945000.0754,9.45,T,2016,2
"67835","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.124,19,T,2016,2
"67840","1545",OPHTHAL,SURG MINOR,3,10.4710366,945000.0778,9.45,T,2016,2
"67850","1545",OPHTHAL,SURG MINOR,3,10.4710366,945000.0607,9.45,T,2016,2
"67875","1545",OPHTHAL,SURG MINOR,3,10.4710366,945000.0485,9.45,T,2016,2
"67880","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.13,19,T,2016,2
"67882","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.16,19,T,2016,2
"67900","4140",OPHTHAL,SURG MAJOR,1,19.10694444,1900000.182,19,T,2016,2
"67901","4140",OPHTHAL,SURG MAJOR,1,19.10694444,1900000.214,19,T,2016,2
"67902","4140",OPHTHAL,SURG MAJOR,1,19.10694444,3405000.206,34.05,T,2016,2
"67903","4140",OPHTHAL,SURG MAJOR,1,19.10694444,1900000.168,19,T,2016,2
"67904","4140",OPHTHAL,SURG MAJOR,1,19.10694444,1900000.208,19,T,2016,2
"67906","4140",OPHTHAL,SURG MAJOR,1,19.10694444,3405000.144,34.05,T,2016,2
"67908","4140",OPHTHAL,SURG MAJOR,1,19.10694444,1900000.14,19,T,2016,2
"67909","4140",OPHTHAL,SURG MAJOR,1,19.10694444,1900000.152,19,T,2016,2
"67911","4140",OPHTHAL,SURG MAJOR,1,19.10694444,1900000.16,19,T,2016,2
"67912","3455",OPHTHAL,SURG MAJOR,1,21.32770125,1900000.25,19,T,2016,2
"67914","4160",OPHTHAL,SURG MAJOR,1,19,1900000.133,19,T,2016,2
"67915","4160",OPHTHAL,SURG MAJOR,1,19,1900000.083,19,T,2016,2
"67916","4160",OPHTHAL,SURG MAJOR,1,19,1900000.168,19,T,2016,2
"67917","4160",OPHTHAL,SURG MAJOR,1,19,1900000.171,19,T,2016,2
"67921","4160",OPHTHAL,SURG MAJOR,1,19,1900000.13,19,T,2016,2
"67922","4160",OPHTHAL,SURG MAJOR,1,19,1900000.082,19,T,2016,2
"67923","4160",OPHTHAL,SURG MAJOR,1,19,1900000.167,19,T,2016,2
"67924","4160",OPHTHAL,SURG MAJOR,1,19,1900000.179,19,T,2016,2
"67930","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.103,19,T,2016,2
"67935","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.168,19,T,2016,2
"67938","1545",OPHTHAL,SURG MINOR,3,10.4710366,354000.0679,3.54,T,2016,2
"67950","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.162,19,T,2016,2
"67961","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.163,19,T,2016,2
"67966","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.218,19,T,2016,2
"67971","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.206,19,T,2016,2
"67973","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.265,19,T,2016,2
"67974","1545",OPHTHAL,SURG MINOR,3,10.4710366,3405000.264,34.05,T,2016,2
"67975","1545",OPHTHAL,SURG MINOR,3,10.4710366,1900000.195,19,T,2016,2
"67999","3455",OPHTHAL,SURG MAJOR,1,21.32770125,354000.0452,3.54,T,2016,2
"68020","1060",OPHTHAL,SURG MINOR,3,11.33972413,945000.0338,9.45,T,2016,2
"68040","1060",OPHTHAL,SURG MINOR,3,11.33972413,354000.0177,3.54,T,2016,2
"68100","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.048,19,T,2016,2
"68110","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.064,19,T,2016,2
"68115","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.088,19,T,2016,2
"68130","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.153,19,T,2016,2
"68135","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.044,19,T,2016,2
"68200","4430",OPHTHAL,INVAS MINOR,3,1.23,123000.0117,1.23,Q1,2016,2
"68320","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.205,19,T,2016,2
"68325","1060",OPHTHAL,SURG MINOR,3,11.33972413,3405000.187,34.05,T,2016,2
"68326","1060",OPHTHAL,SURG MINOR,3,11.33972413,3405000.184,34.05,T,2016,2
"68328","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.201,19,T,2016,2
"68330","1060",OPHTHAL,SURG MINOR,3,11.33972413,2367000.171,23.67,T,2016,2
"68335","1060",OPHTHAL,SURG MINOR,3,11.33972413,3405000.184,34.05,T,2016,2
"68340","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.154,19,T,2016,2
"68360","1060",OPHTHAL,SURG MINOR,3,11.33972413,3405000.151,34.05,T,2016,2
"68362","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.187,19,T,2016,2
"68371","1060",OPHTHAL,SURG MINOR,3,11.33972413,1900000.117,19,T,2016,2
"68399","1060",OPHTHAL,SURG MINOR,3,11.33972413,354000.0533,3.54,T,2016,2
"68400","2350",OPHTHAL,SURG MINOR,3,14.71005633,945000.0802,9.45,T,2016,2
"68420","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.091,19,T,2016,2
"68440","2350",OPHTHAL,SURG MINOR,3,14.71005633,354000.029,3.54,T,2016,2
"68500","2350",OPHTHAL,SURG MINOR,3,14.71005633,3405000.277,34.05,T,2016,2
"68505","2350",OPHTHAL,SURG MINOR,3,14.71005633,3405000.276,34.05,T,2016,2
"68510","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.126,19,T,2016,2
"68520","2350",OPHTHAL,SURG MINOR,3,14.71005633,3405000.196,34.05,T,2016,2
"68525","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.075,19,T,2016,2
"68530","2350",OPHTHAL,SURG MINOR,3,14.71005633,354000.1209,3.54,T,2016,2
"68540","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.265,19,T,2016,2
"68550","2350",OPHTHAL,SURG MINOR,3,14.71005633,3405000.315,34.05,T,2016,2
"68700","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.172,19,T,2016,2
"68705","2350",OPHTHAL,SURG MINOR,3,14.71005633,354000.0669,3.54,T,2016,2
"68720","2350",OPHTHAL,SURG MINOR,3,14.71005633,3405000.215,34.05,T,2016,2
"68745","2350",OPHTHAL,SURG MINOR,3,14.71005633,3405000.216,34.05,T,2016,2
"68750","2350",OPHTHAL,SURG MINOR,3,14.71005633,3405000.224,34.05,T,2016,2
"68760","2350",OPHTHAL,SURG MINOR,3,14.71005633,354000.0569,3.54,T,2016,2
"68761","2355",OPHTHAL,SURG MINOR,3,3.015339753,354000.0415,3.54,T,2016,2
"68770","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.179,19,T,2016,2
"68801","2355",OPHTHAL,SURG MINOR,3,3.015339753,123000.0284,1.23,Q1,2016,2
"68810","2355",OPHTHAL,SURG MINOR,3,3.015339753,354000.0551,3.54,T,2016,2
"68811","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.047,19,T,2016,2
"68815","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.112,19,T,2016,2
"68816","2350",OPHTHAL,SURG MINOR,3,14.71005633,1900000.183,19,T,2016,2
"68840","2355",OPHTHAL,SURG MINOR,3,3.015339753,354000.0362,3.54,T,2016,2
"68850","2065",DIAG RAD,RAD DIAG,5,0.636085937,0.0173,0,N,2016,2
"68899","2355",OPHTHAL,SURG MINOR,3,3.015339753,354000.0364,3.54,T,2016,2
"69000","1540",OTOLARYNG,SURG MINOR,3,0.83226063,309000.0534,3.09,T,2016,2
"69005","1540",OTOLARYNG,SURG MINOR,3,0.83226063,1918000.062,19.18,T,2016,2
"69020","1540",OTOLARYNG,SURG MINOR,3,0.83226063,309000.0667,3.09,T,2016,2
"69090","1540",OTOLARYNG,SURG MINOR,3,0.83226063,307690.0055,3.0769,E,2016,2
"69100","0570",DERMATOLOGY,INVAS MINOR,3,4.24,424000.0286,4.24,T,2016,2
"69105","0450",OTOLARYNG,INVAS MINOR,3,12.33527734,2193000.04,21.93,T,2016,2
"69110","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,1918000.132,19.18,T,2016,2
"69120","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,2193000.117,21.93,T,2016,2
"69140","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,5365000.254,53.65,J1,2016,2
"69145","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,1918000.114,19.18,T,2016,2
"69150","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,2193000.303,21.93,T,2016,2
"69155","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,6573530.483,65.7353,C,2016,2
"69200","1540",OTOLARYNG,SURG MINOR,3,0.83226063,123000.0283,1.23,Q1,2016,2
"69205","1540",OTOLARYNG,SURG MINOR,3,0.83226063,1277000.029,12.77,T,2016,2
"69209","1540",OTOLARYNG,SURG MINOR,3,0.83226063,75000.0036,0.75,Q1,2016,2
"69210","1540",OTOLARYNG,SURG MINOR,3,0.83226063,75000.014,0.75,Q1,2016,2
"69220","1540",OTOLARYNG,SURG MINOR,3,0.83226063,159000.0316,1.59,Q1,2016,2
"69222","1540",OTOLARYNG,SURG MINOR,3,0.83226063,935000.0631,9.35,T,2016,2
"69300","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,2193000.212,21.93,T,2016,2
"69310","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,5365000.316,53.65,J1,2016,2
"69320","1535",OTOLARYNG,SURG MAJOR,1,22.93733078,5365000.447,53.65,J1,2016,2
"69399","1540",OTOLARYNG,SURG MINOR,3,0.83226063,175000.0258,1.75,T,2016,2
"69400","2750",OTOLARYNG,SURG MINOR,3,5.449665839,457140.0424,4.5714,T,2016,2
"69401","2750",OTOLARYNG,SURG MINOR,3,5.449665839,268430.0253,2.6843,T,2016,2
"69405","2750",OTOLARYNG,SURG MINOR,3,5.449665839,750720.075,7.5072,T,2016,2
"69410","2750",OTOLARYNG,SURG MINOR,3,5.449665839,193520.0246,1.9352,T,2016,2
"69420","2750",OTOLARYNG,SURG MINOR,3,5.449665839,424000.055,4.24,T,2016,2
"69421","2750",OTOLARYNG,SURG MINOR,3,5.449665839,2193000.043,21.93,T,2016,2
"69424","2750",OTOLARYNG,SURG MINOR,3,5.449665839,2193000.037,21.93,Q2,2016,2
"69433","2750",OTOLARYNG,SURG MINOR,3,5.449665839,424000.0582,4.24,T,2016,2
"69436","2750",OTOLARYNG,SURG MINOR,3,5.449665839,2193000.046,21.93,T,2016,2
"69440","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.2,53.65,J1,2016,2
"69450","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.158,53.65,J1,2016,2
"69501","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.213,53.65,J1,2016,2
"69502","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.281,53.65,J1,2016,2
"69505","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.348,53.65,J1,2016,2
"69511","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.356,53.65,J1,2016,2
"69530","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.48,53.65,J1,2016,2
"69535","2680",OTOLARYNG,SURG MAJOR,1,48.564811,10589860.78,105.8986,C,2016,2
"69540","2680",OTOLARYNG,SURG MAJOR,1,48.564811,2193000.06,21.93,T,2016,2
"69550","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.301,53.65,J1,2016,2
"69552","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.453,53.65,J1,2016,2
"69554","2680",OTOLARYNG,SURG MAJOR,1,48.564811,9599400.705,95.994,C,2016,2
"69601","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.303,53.65,J1,2016,2
"69602","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.315,53.65,J1,2016,2
"69603","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.369,53.65,J1,2016,2
"69604","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.322,53.65,J1,2016,2
"69605","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.452,53.65,J1,2016,2
"69610","2680",OTOLARYNG,SURG MAJOR,1,48.564811,2193000.111,21.93,T,2016,2
"69620","2680",OTOLARYNG,SURG MAJOR,1,48.564811,2193000.2,21.93,T,2016,2
"69631","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.256,53.65,J1,2016,2
"69632","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.312,53.65,J1,2016,2
"69633","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.302,53.65,J1,2016,2
"69635","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.358,53.65,J1,2016,2
"69636","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.4,53.65,J1,2016,2
"69637","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.398,53.65,J1,2016,2
"69641","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.302,53.65,J1,2016,2
"69642","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.387,53.65,J1,2016,2
"69643","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.354,53.65,J1,2016,2
"69644","2680",OTOLARYNG,SURG MAJOR,1,48.564811,5365000.428,53.65,J1,2016,2
