"ProcedureName","ProcedureGroup","atg","acg","hcpcs","cpttitle"
"Lab - creatinine","2230","LABS","LABS","82565","CREATININE BLOOD"
"Lab - creatinine","2230","LABS","LABS","82570","CREATININE OTHER SOURCE"
"Lab - creatinine","2230","LABS","LABS","82575","CREATININE CLEARANCE"
"Lab - cytogenic studies","2235","LABS","LABS","88230","TISS CUL NON-NEO DISORDERS LYMPHOCYTE"
"Lab - cytogenic studies","2235","LABS","LABS","88233","TISS CUL NON-NEO DISORDERS SKN/OTH SOLID TISS BX"
"Lab - cytogenic studies","2235","LABS","LABS","88235","TISS CUL NON-NEO DISORDERS AMNIOTIC/CHORNC CELLS"
"Lab - cytogenic studies","2235","LABS","LABS","88237","TISS CUL NEO DISORDERS BONE MARROW BLOOD CELLS"
"Lab - cytogenic studies","2235","LABS","LABS","88239","TISS CUL NEO DISORDERS SOLID TUMOR"
"Lab - cytogenic studies","2235","LABS","LABS","88240","CRYOPRSRV FRZING&STORAGE CELLS EA CELL LINE"
"Lab - cytogenic studies","2235","LABS","LABS","88241","THAWING&EXPANSION FROZEN CELLS EACH ALIQUOT"
"Lab - cytogenic studies","2235","LABS","LABS","88245","CHRMSM BREAKAGE BASELINE SISTER 20-25 CLL"
"Lab - cytogenic studies","2235","LABS","LABS","88248","CHRMSM BREAKAGE BASELINE BREAKAGE 50-100 CLL"
"Lab - cytogenic studies","2235","LABS","LABS","88249","CHRMSM BREAKAGE SYNDS SCORE 100 CLL"
"Lab - cytogenic studies","2235","LABS","LABS","88261","CHRMSM COUNT 5 CELL 1KARYOTYPE BANDING"
"Lab - cytogenic studies","2235","LABS","LABS","88262","CHRMSM COUNT 15-20 CLL 2KARYOTYP BANDING"
"Lab - cytogenic studies","2235","LABS","LABS","88263","CHRMSM COUNT 45 CELL MOSAICISM 2KARYOTYPE"
"Lab - cytogenic studies","2235","LABS","LABS","88264","CHRMSM ANALYZE 20-25 CELLS"
"Lab - cytogenic studies","2235","LABS","LABS","88267","CHRMSM ALYS AMNIOTIC/VILLUS 15 CELL 1KARYOTYPE"
"Lab - cytogenic studies","2235","LABS","LABS","88269","CHRMSM SITU AMNIOTIC CLL 6-12 COLONIES 1KARYOTYP"
"Lab - cytogenic studies","2235","LABS","LABS","88271","MOLECULAR CYTOGENETICS DNA PROBE EACH"
"Lab - cytogenic studies","2235","LABS","LABS","88272","MOLECULAR CYTOGENETICS CHRMOML ISH 3-5 CELLS"
"Lab - cytogenic studies","2235","LABS","LABS","88273","MOLECULAR CYTOGENETICS CHRMOML ISH 10-30 CLL"
"Lab - cytogenic studies","2235","LABS","LABS","88274","MOLECULAR CYTOGENETICS INTERPHASE ISH 25-99 CLL"
"Lab - cytogenic studies","2235","LABS","LABS","88275","MOLEC CYTG INTERPHASE ISH ANALYZE 100-300 CLL"
"Lab - cytogenic studies","2235","LABS","LABS","88280","CHRMSM ANALYSIS ADDL KARYOTYP EACH STUDY"
"Lab - cytogenic studies","2235","LABS","LABS","88283","CHRMSM ANALYSIS ADDL SPECIALIZED BANDING"
"Lab - cytogenic studies","2235","LABS","LABS","88285","CHRMSM ANALYSIS ADDL CELLS COUNTED EACH STUDY"
"Lab - cytogenic studies","2235","LABS","LABS","88289","CHRMSM ANALYSIS ADDL HIGH RESOLUTION STUDY"
"Lab - cytogenic studies","2235","LABS","LABS","88291","CYTOGENETICS&MOLEC CYTOGENETICS INTERP&REP"
"Lab - cytogenic studies","2235","LABS","LABS","88299","UNLISTED CYTOGENETIC STUDY"
"Lab - cytopathology","2240","LABS","LABS","86587","STEM CELLS, TOTAL COUNT"
"Lab - cytopathology","2240","LABS","LABS","87807","IAADIADOO RESPIRATORY SYNCTIAL VIRUS"
"Lab - cytopathology","2240","LABS","LABS","87808","IAADIADOO TRICHOMONAS VAGINALIS"
"Lab - cytopathology","2240","LABS","LABS","87809","INFECTIOUS AGENT IMMUNOASSAY OPTICAL ADENOVIRUS"
"Lab - cytopathology","2240","LABS","LABS","88104","CYTP FLU WASHGS/BRUSHINGS XCPT C/V SMRS INTERPJ"
"Lab - cytopathology","2240","LABS","LABS","88106","CYTP FLU BR/WA XCPT C/V FILTER METH ONLY INTERPJ"
"Lab - cytopathology","2240","LABS","LABS","88107","CYTP FLU BR/WA XCPT C/V SMRS&FILTER INTERPJ"
"Lab - cytopathology","2240","LABS","LABS","88108","CYTP CONCENTRATION SMEARS & INTERPRETATION"
"Lab - cytopathology","2240","LABS","LABS","88112","CYTP SLCTV CELL ENHANCEMENT INTERPJ XCPT C/V"
"Lab - cytopathology","2240","LABS","LABS","88125","CYTOPATHOLOGY FORENSIC"
"Lab - cytopathology","2240","LABS","LABS","88130","SEX CHROMATIN IDENTIFICATION BARR BODIES"
"Lab - cytopathology","2240","LABS","LABS","88140","SEX CHROMATIN IDENTJ PERIPHERAL BLOOD SMEAR"
"Lab - cytopathology","2240","LABS","LABS","88141","CYTP CERVICAL/VAGINAL REQ INTERP PHYSICIAN"
"Lab - cytopathology","2240","LABS","LABS","88142","CYTP CERV/VAG AUTO THIN LAYER PREP MNL SCREEN"
"Lab - cytopathology","2240","LABS","LABS","88143","CYTP C/V FLU AUTO THIN MNL SCR&RESCR PHYS"
"Lab - cytopathology","2240","LABS","LABS","88147","CYTP SMRS C/V SCR AUTOMATED SYSTEM PHYS SUPV"
"Lab - cytopathology","2240","LABS","LABS","88148","CYTP SMRS C/V SCR AUTO SYS MNL RESCR PHYS"
"Lab - cytopathology","2240","LABS","LABS","88150","CYTP SLIDES C/V MNL SCR UNDER PHYS"
"Lab - cytopathology","2240","LABS","LABS","88152","CYTP SLIDES C/V MNL SCR&CPTR RESCR PHYS"
"Lab - cytopathology","2240","LABS","LABS","88153","CYTP SLIDES C/V MNL SCR&RESCR PHYS"
"Lab - cytopathology","2240","LABS","LABS","88154","CYTP SLIDES C/V MNL SCR&CPTR-RESCR CELL S&I"
"Lab - cytopathology","2240","LABS","LABS","88160","CYTP SMRS ANY OTH SRC SCR&INTERPJ"
"Lab - cytopathology","2240","LABS","LABS","88161","CYTP SMRS ANY OTH SRC PREPJ SCR&INTERPJ"
"Lab - cytopathology","2240","LABS","LABS","88162","CYTP SMRS ANY OTH SRC EXTND STD > 5 SLIDES"
"Lab - cytopathology","2240","LABS","LABS","88164","CYTP SLIDES CERV/VAG MNL SCRN PHYSICIAN SUPV"
"Lab - cytopathology","2240","LABS","LABS","88165","CYTP SLIDES C/V MNL SCR&RESCR PHYS SUPV"
"Lab - cytopathology","2240","LABS","LABS","88166","CYTP SLIDES C/V MNL SCR&CPTR RESCR PHYS SUPV"
"Lab - cytopathology","2240","LABS","LABS","88167","CYTP SLIDES C/V MNL SCR&CPTR RESCR CELL S&I"
"Lab - cytopathology","2240","LABS","LABS","88172","CYTP FINE NDL ASPIRATE IMMT CYTOHIST STD DX 1ST"
"Lab - cytopathology","2240","LABS","LABS","88173","CYTP EVAL FINE NEEDLE ASPIRATE INTERP & REPORT"
"Lab - cytopathology","2240","LABS","LABS","88174","CYTP C/V AUTO THIN LYR PREPJ SCR SYS PHYS"
"Lab - cytopathology","2240","LABS","LABS","88175","CYTP C/V AUTO THIN LYR PREPJ SCR MNL RESCR PHYS"
"Lab - cytopathology","2240","LABS","LABS","88180","FLOW CYTOMETRY; EACH CELL SURFACE, CYTOPLASMIC/NUCLEAR MARKER"
"Lab - cytopathology","2240","LABS","LABS","88182","FLOW CYTOMETRY CELL CYCLE/DNA ANALYSIS"
"Lab - cytopathology","2240","LABS","LABS","88184","FLOW CYTOMETRY CELL SURF MARKER TECHL ONLY 1ST"
"Lab - cytopathology","2240","LABS","LABS","88187","FLOW CYTOMETRY INTERPJ 2-8 MARKERS"
"Lab - cytopathology","2240","LABS","LABS","88188","FLOW CYTOMETRY INTERPJ 9-15 MARKERS"
"Lab - cytopathology","2240","LABS","LABS","88189","FLOW CYTOMETRY INTERPRETATION 16/> MARKERS"
"Lab - cytopathology","2240","LABS","LABS","88199","UNLISTED CYTOPATHOLOGY PROCEDURE"
"Lab - cytopathology","2240","LABS","LABS","G0123","Cerv/vag screen cytopathology-phys supv"
"Lab - cytopathology","2240","LABS","LABS","G0124","Cerv/vag screen cytopathology-phys interpr"
"Lab - cytopathology - additional","2245","ADDITIONAL","LABS","88155","CYTP SLIDES C/V DEFINITIVE HORMONAL EVAL"
"Lab - cytopathology - additional","2245","ADDITIONAL","LABS","88177","CYTP FINE NDL ASPIRATE IMMT CYTOHIST STD EA EVAL"
"Lab - cytopathology - additional","2245","ADDITIONAL","LABS","88185","FLOW CYTOMETRY CELL SURF MARKER TECHL ONLY EA"
"Lab - drug testing","2250","LABS","LABS","80100","DRUG SCR QUAL MLT DRUG CLASSES CHROM EA PX"
"Lab - drug testing","2250","LABS","LABS","80101","DRUG SCR QUAL 1 DRUG CLASS METH EA DRUG CLASS"
"Lab - drug testing","2250","LABS","LABS","80102","DRUG CONFIRMATION EACH PROCEDURE"
"Lab - drug testing","2250","LABS","LABS","80103","TISSUE PREPARATION DRUG ANALYSIS"
"Lab - drug testing","2250","LABS","LABS","80300","DRUG SCREEN LIST A ANY NMBR NON TLC DEVICES"
"Lab - drug testing","2250","LABS","LABS","80301","DRUG SCREEN LIST A SINGLE DRUG CLASS METHOD"
"Lab - drug testing","2250","LABS","LABS","80302","DRUG SCREEN PRESUMPTIVE 1 CLASS METHOD LIST B"
"Lab - drug testing","2250","LABS","LABS","80303","DRUG SCREEN PRSMPTV 1/MULT CLASS METHOD TLC"
"Lab - drug testing","2250","LABS","LABS","80304","DRUG SCREEN PRSMPTV 1/MULT CLASS METHOD"
"Lab - drug testing","2250","LABS","LABS","80320","DRUG SCREEN QUANTITATIVE ALCOHOLS"
"Lab - drug testing","2250","LABS","LABS","80321","DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 1 OR 2"
"Lab - drug testing","2250","LABS","LABS","80322","DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 3 OR MORE"
"Lab - drug testing","2250","LABS","LABS","80323","ALKALOIDS NOT OTHERWISE SPECIFIED"
"Lab - drug testing","2250","LABS","LABS","80324","DRUG SCREEN QUANT AMPHETAMINES 1 OR 2"
"Lab - drug testing","2250","LABS","LABS","80325","DRUG SCREEN QUANT AMPHETAMINES 3 OR 4"
"Lab - drug testing","2250","LABS","LABS","80326","DRUG SCREEN QUANT AMPHETAMINES 5 OR MORE"
"Lab - drug testing","2250","LABS","LABS","80327","DRUG SCREEN QUANT ANABOLIC STEROID 1 OR 2"
"Lab - drug testing","2250","LABS","LABS","80328","DRUG SCREEN QUANT ANABOLIC STEROID 3 OR MORE"
"Lab - drug testing","2250","LABS","LABS","80329","DRUG SCREEN ANALGESICS NON-OPIOID 1 OR 2"
"Lab - drug testing","2250","LABS","LABS","80330","DRUG SCREEN ANALGESICS NON-OPIOID 3-5"
"Lab - drug testing","2250","LABS","LABS","80331","DRUG SCREEN ANALGESICS NON-OPIOID 6 OR MORE"
"Lab - drug testing","2250","LABS","LABS","80332","ANTIDEPRESSANTS SEROTONERGIC CLASS 1 OR 2"
"Lab - drug testing","2250","LABS","LABS","80333","ANTIDEPRESSANTS SEROTONERGIC CLASS 3-5"
"Lab - drug testing","2250","LABS","LABS","80334","ANTIDEPRESSANTS SEROTONERGIC CLASS 6 OR MORE"
"Lab - drug testing","2250","LABS","LABS","80335","ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2"
"Lab - drug testing","2250","LABS","LABS","80336","ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 3-5"
"Lab - drug testing","2250","LABS","LABS","80337","ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 6/MORE"
"Lab - drug testing","2250","LABS","LABS","80338","ANTIDEPRESSANTS NOT OTHERWISE SPECIFIED"
"Lab - drug testing","2250","LABS","LABS","80339","ANTIEPILEPTICS NOT OTHERWISE SPECIFIED 1-3"
"Lab - drug testing","2250","LABS","LABS","80340","ANTIEPILEPTICS NOT OTHERWISE SPECIFIED 4-6"
"Lab - drug testing","2250","LABS","LABS","80341","ANTIEPILEPTICS NOT OTHERWISE SPECIFIED 7/MORE"
"Lab - drug testing","2250","LABS","LABS","80342","ANTIPSYCHOTICS NOT OTHERWISE SPECIFIED 1-3"
"Lab - drug testing","2250","LABS","LABS","80343","ANTIPSYCHOTICS NOT OTHERWISE SPECIFIED 4-6"
"Lab - drug testing","2250","LABS","LABS","80344","ANTIPSYCHOTICS NOT OTHERWISE SPECIFIED 7/MORE"
"Lab - drug testing","2250","LABS","LABS","80345","DRUG SCREENING BARBITURATES"
"Lab - drug testing","2250","LABS","LABS","80346","DRUG SCREENING BENZODIAZEPINES 1-12"
"Lab - drug testing","2250","LABS","LABS","80347","DRUG SCREENING BENZODIAZEPINES 13 OR MORE"
"Lab - drug testing","2250","LABS","LABS","80348","DRUG SCREENING BUPRENORPHINE"
"Lab - drug testing","2250","LABS","LABS","80349","DRUG SCREENING CANNABINOIDS NATURAL"
"Lab - drug testing","2250","LABS","LABS","80350","DRUG SCREENING CANNABINOIDS SYNTHETIC 1-3"
"Lab - drug testing","2250","LABS","LABS","80351","DRUG SCREENING CANNABINOIDS SYNTHETIC 4-6"
"Lab - drug testing","2250","LABS","LABS","80352","DRUG SCREENING CANNABINOIDS SYNTHETIC 7/MORE"
"Lab - drug testing","2250","LABS","LABS","80353","DRUG SCREENING COCAINE"
"Lab - drug testing","2250","LABS","LABS","80354","DRUG SCREENING FENTANYL"
"Lab - drug testing","2250","LABS","LABS","80355","DRUG SCREENING GABAPENTIN NON-BLOOD"
"Lab - drug testing","2250","LABS","LABS","80356","DRUG SCREENING HEROIN METABOLITE"
"Lab - drug testing","2250","LABS","LABS","80357","DRUG SCREENING KETAMINE AND NORKETAMINE"
"Lab - drug testing","2250","LABS","LABS","80358","DRUG SCREENING METHADONE"
"Lab - drug testing","2250","LABS","LABS","80359","DRUG SCREENING METHYLENEDIOXYAMPHETAMINES"
"Lab - drug testing","2250","LABS","LABS","80360","DRUG SCREENING METHYLPHENIDATE"
"Lab - drug testing","2250","LABS","LABS","80361","DRUG SCREENING OPIATES 1 OR MORE"
"Lab - drug testing","2250","LABS","LABS","80362","DRUG SCREENING OPIOIDS AND OPIATE ANALOGS 1 OR 2"
"Lab - drug testing","2250","LABS","LABS","80363","DRUG SCREENING OPIOIDS AND OPIATE ANALOGS 3 OR 4"
"Lab - drug testing","2250","LABS","LABS","80364","DRUG SCREENING OPIOIDS & OPIATE ANALOGS 5/MORE"
"Lab - drug testing","2250","LABS","LABS","80365","DRUG SCREENING OXYCODONE"
"Lab - drug testing","2250","LABS","LABS","80366","DRUG SCREENING PREGABALIN"
"Lab - drug testing","2250","LABS","LABS","80367","DRUG SCREENING PROPOXYPHENE"
"Lab - drug testing","2250","LABS","LABS","80368","DRUG SCREENING SEDATIVE HYPNOTICS"
"Lab - drug testing","2250","LABS","LABS","80369","DRUG SCREENING SKELETAL MUSCLE RELAXANTS 1 OR 2"
"Lab - drug testing","2250","LABS","LABS","80370","DRUG SCREENING SKEL MUSCLE RELAXANTS 3 OR MORE"
"Lab - drug testing","2250","LABS","LABS","80371","DRUG SCREENING STIMULANTS SYNTHETIC"
"Lab - drug testing","2250","LABS","LABS","80372","DRUG SCREENING TAPENTADOL"
"Lab - drug testing","2250","LABS","LABS","80373","DRUG SCREENING TRAMADOL"
"Lab - drug testing","2250","LABS","LABS","80374","DRUG SCREEN STEREOISOMER ANALYSIS 1 DRUG CLASS"
"Lab - drug testing","2250","LABS","LABS","80375","DRUG/SUBSTANCE DEFINITIVE QUAL/QUANT NOS 1-3"
"Lab - drug testing","2250","LABS","LABS","80376","DRUG/SUBSTANCE DEFINITIVE QUAL/QUANT NOS 4-6"
"Lab - drug testing","2250","LABS","LABS","80377","DRUG/SUBSTANCE DEFINITIVE QUAL/QUANT NOS 7/MORE"
"Lab - drug testing","2250","LABS","LABS","G0430","Qualitative drug screen mult drug classes ea px"
"Lab - drug testing","2250","LABS","LABS","G0431","Qualitative drug screen mult drug class ea"
"Lab - drug testing","2250","LABS","LABS","G0434","Drug screen any no class-CLIA waiv/mod cmplx tst"
"Lab - drug testing","2250","LABS","LABS","G6030","Assay of amitriptyline"
"Lab - drug testing","2250","LABS","LABS","G6031","Assay of benzodiazepines"
"Lab - drug testing","2250","LABS","LABS","G6032","Assay of desipramine"
"Lab - drug testing","2250","LABS","LABS","G6034","Assay of doxepin"
"Lab - drug testing","2250","LABS","LABS","G6035","Assay of gold"
"Lab - drug testing","2250","LABS","LABS","G6036","Assay of imipramine"
"Lab - drug testing","2250","LABS","LABS","G6037","Assay of nortriptyline"
"Lab - drug testing","2250","LABS","LABS","G6038","Assay of salicylate"
"Lab - drug testing","2250","LABS","LABS","G6039","Assay of acetaminophen"
"Lab - drug testing","2250","LABS","LABS","G6040","Assay of alcohol (ethanol) any spec X breath"
"Lab - drug testing","2250","LABS","LABS","G6041","Assay of alkaloids, urine, quantitative"
"Lab - drug testing","2250","LABS","LABS","G6042","Assay of amphetamine or methamphetamine"
"Lab - drug testing","2250","LABS","LABS","G6043","Assay of barbiturates, not elsewhere specified"
"Lab - drug testing","2250","LABS","LABS","G6044","Assay of cocaine or metabolite"
"Lab - drug testing","2250","LABS","LABS","G6045","Assay of dihydrocodeinone"
"Lab - drug testing","2250","LABS","LABS","G6046","Assay of dihydromorphinone"
"Lab - drug testing","2250","LABS","LABS","G6047","Assay of dihydrotestosterone"
"Lab - drug testing","2250","LABS","LABS","G6048","Assay of dimethadione"
"Lab - drug testing","2250","LABS","LABS","G6049","Assay of epiandrosterone"
"Lab - drug testing","2250","LABS","LABS","G6050","Assay of ethchlorvynol"
"Lab - drug testing","2250","LABS","LABS","G6051","Assay of flurazepam"
"Lab - drug testing","2250","LABS","LABS","G6052","Assay of meprobamate"
"Lab - drug testing","2250","LABS","LABS","G6053","Assay of methadone"
"Lab - drug testing","2250","LABS","LABS","G6054","Assay of methsuximide"
"Lab - drug testing","2250","LABS","LABS","G6055","Assay of nicotine"
"Lab - drug testing","2250","LABS","LABS","G6056","Assay of opiate(s) drug & metabolites, ea px"
"Lab - drug testing","2250","LABS","LABS","G6057","Assay of phenothiazine"
"Lab - drug testing","2250","LABS","LABS","G6058","Drug confirmation ea procedure"
"Lab - electrolyte panel","2255","LABS","LABS","80051","ELECTROLYTE PANEL"
"Lab - glucose","2260","LABS","LABS","82947","GLUCOSE QUANTITATIVE BLOOD XCPT REAGENT STRIP"
"Lab - glucose","2260","LABS","LABS","82948","GLUCOSE BLOOD REAGENT STRIP"
"Lab - glucose","2260","LABS","LABS","82950","GLUCOSE POST GLUCOSE DOSE"
"Lab - glucose","2260","LABS","LABS","82951","GLUCOSE TOLERANCE TEST GTT 3 SPECIMENS"
"Lab - glucose","2260","LABS","LABS","82953","GLUC TOLBUTAMIDE TOLERANCE TST"
"Lab - glucose","2260","LABS","LABS","82962","GLUC BLD GLUC MNTR DEV CLEARED FDA SPEC HOME USE"
"Lab - glucose - additional","2265","ADDITIONAL","LABS","82952","GLUCOSE TOLERANCE EA ADDL BEYOND 3 SPECIMENS"
"Lab - hematology","2270","LABS","LABS","0030T","ANTIPROTHROMBIN ANTIBODY EACH IG CLASS"
"Lab - hematology","2270","LABS","LABS","85002","BLEEDING TIME TEST"
"Lab - hematology","2270","LABS","LABS","85004","BLOOD COUNT AUTOMATED DIFFERENTIAL WBC COUNT"
"Lab - hematology","2270","LABS","LABS","85007","BLOOD COUNT SMEAR MCRSCP W/MNL DIFRNTL WBC COUNT"
"Lab - hematology","2270","LABS","LABS","85008","BLD COUNT SMEAR MCRSCP W/O MNL DIFRNTL WBC COUNT"
"Lab - hematology","2270","LABS","LABS","85009","BLOOD COUNT MANUAL DIFRNTL WBC COUNT BUFFY COAT"
"Lab - hematology","2270","LABS","LABS","85013","BLOOD COUNT SPUN MICROHEMATOCRIT"
"Lab - hematology","2270","LABS","LABS","85014","BLOOD COUNT HEMATOCRIT"
"Lab - hematology","2270","LABS","LABS","85018","BLOOD COUNT HEMOGLOBIN"
"Lab - hematology","2270","LABS","LABS","85025","BLOOD COUNT COMPLETE AUTO&AUTO DIFRNTL WBC"
"Lab - hematology","2270","LABS","LABS","85027","BLOOD COUNT COMPLETE AUTOMATED"
"Lab - hematology","2270","LABS","LABS","85032","BLOOD COUNT MANUAL CELL COUNT EACH"
"Lab - hematology","2270","LABS","LABS","85041","BLOOD COUNT RED BLOOD CELL AUTOMATED"
"Lab - hematology","2270","LABS","LABS","85044","BLOOD COUNT RETICULOCYTE AUTOMATED"
"Lab - hematology","2270","LABS","LABS","85045","BLOOD COUNT RETICULOCYTE AUTOMATED"
"Lab - hematology","2270","LABS","LABS","85046","BLOOD COUNT RETICULOCYTES AUTO 1/> CELL MEAS"
"Lab - hematology","2270","LABS","LABS","85048","BLOOD COUNT LEUKOCYTE WBC AUTOMATED"
"Lab - hematology","2270","LABS","LABS","85049","BLOOD COUNT PLATELET AUTOMATED"
"Lab - hematology","2270","LABS","LABS","85055","RETICULATED PLATELET ASSAY"
"Lab - hematology","2270","LABS","LABS","85060","BLOOD SMEAR PERIPHERAL INTERP PHYS W/WRIT REPORT"
"Lab - hematology","2270","LABS","LABS","85097","BONE MARROW SMEAR INTERPRETATION"
"Lab - hematology","2270","LABS","LABS","85130","CHROMOGENIC SUBSTRATE ASSAY"
"Lab - hematology","2270","LABS","LABS","85170","BLOOD CLOT RETRACTION"
"Lab - hematology","2270","LABS","LABS","85175","CLOT LYSIS TIME WHOLE BLOOD DILUTION"
"Lab - hematology","2270","LABS","LABS","85210","CLOTTING FACTOR II PROTHROMBIN SPECIFIC"
"Lab - hematology","2270","LABS","LABS","85220","CLOTTING FACTOR V ACG/PROACCELERIN LABILE FACTOR"
"Lab - hematology","2270","LABS","LABS","85230","CLOTTING FACTOR VII PROCONVERTIN STABLE FACTOR"
"Lab - hematology","2270","LABS","LABS","85240","CLOTTING FACTOR VIII AHG 1 STAGE"
"Lab - hematology","2270","LABS","LABS","85244","CLOTTING FACTOR VIII RELATED ANTIGEN"
"Lab - hematology","2270","LABS","LABS","85245","CLOTTING FACTOR VIII VW FACTOR RISTOCETIN COFACT"
"Lab - hematology","2270","LABS","LABS","85246","CLOTTING FACTOR VIII VW FACTOR ANTIGEN"
"Lab - hematology","2270","LABS","LABS","85247","CLOTTING FACTOR VIII MULTIMETRIC ANALYSIS"
"Lab - hematology","2270","LABS","LABS","85250","CLOTTING FACTOR IX PTC/CHRISTMAS"
"Lab - hematology","2270","LABS","LABS","85260","CLOTTING FACTOR X STUART-PROWER"
"Lab - hematology","2270","LABS","LABS","85270","CLOTTING FACTOR XI PTA"
"Lab - hematology","2270","LABS","LABS","85280","CLOTTING FACTOR XII HAGEMAN"
"Lab - hematology","2270","LABS","LABS","85290","CLOTTING FACTOR XIII FIBRIN STABILIZING"
"Lab - hematology","2270","LABS","LABS","85291","CLOTTING FACTOR XIII FIBRN STABILIZ SCREEN SOLUB"
"Lab - hematology","2270","LABS","LABS","85292","CLOTTING PREKALLIKREIN ASSAY FLETCHER FACT ASSAY"
"Lab - hematology","2270","LABS","LABS","85293","CLOTTING HI MOLEC WEIGHT KININOGEN ASSAY"
"Lab - hematology","2270","LABS","LABS","85300","CLOTTING INHIBITORS ANTITHROMBIN III ACTIVITY"
"Lab - hematology","2270","LABS","LABS","85301","CLOTTING INHIBITRS ANTITHROMBN III ANTIGEN ASSAY"
"Lab - hematology","2270","LABS","LABS","85302","CLOTTING INHIBITORS PROTEIN C ANTIGEN"
"Lab - hematology","2270","LABS","LABS","85303","CLOTTING INHIBITORS PROTEIN C ACTIVITY"
"Lab - hematology","2270","LABS","LABS","85305","CLOTTING INHIBITORS PROTEIN S TOTAL"
"Lab - hematology","2270","LABS","LABS","85306","CLOTTING INHIBITORS PROTEIN S FREE"
"Lab - hematology","2270","LABS","LABS","85307","ACTIVATED PROTEIN C APC RESISTANCE ASSAY"
"Lab - hematology","2270","LABS","LABS","85335","FACTOR INHIBITOR TEST"
"Lab - hematology","2270","LABS","LABS","85337","THROMBOMODULIN"
"Lab - hematology","2270","LABS","LABS","85345","COAGULATION TIME LEE AND WHITE"
"Lab - hematology","2270","LABS","LABS","85347","COAGULATION TIME ACTIVATED"
"Lab - hematology","2270","LABS","LABS","85348","COAGULATION TIME OTHER METHODS"
"Lab - hematology","2270","LABS","LABS","85360","EUGLOBULIN LYSIS"
"Lab - hematology","2270","LABS","LABS","85362","FIBRIN DGRADJ SPLT PRODUXS AGGLUJ SLIDE SEMIQUAN"
"Lab - hematology","2270","LABS","LABS","85366","FIBRIN DGRADJ SPLT PRODUXS PARACOAGJ"
"Lab - hematology","2270","LABS","LABS","85370","FIBRIN DGRADJ SPLT PRODUCTS QUANTITATIVE"
"Lab - hematology","2270","LABS","LABS","85378","FIBRIN DGRADJ PRODUCTS D-DIMER QUAL/SEMIQUAN"
"Lab - hematology","2270","LABS","LABS","85379","FIBRIN DGRADJ PRODUCTS D-DIMER QUANTITATIVE"
"Lab - hematology","2270","LABS","LABS","85380","FIBRIN DGRADJ PRODUCTS D-DIMER ULTRASENSITIVE"
"Lab - hematology","2270","LABS","LABS","85384","FIBRINOGEN ACTIVITY"
"Lab - hematology","2270","LABS","LABS","85385","FIBRINOGEN ANTIGEN"
"Lab - hematology","2270","LABS","LABS","85390","FIBRINOLYSINS/COAGULOPATHY SCREEN INTERP&REPOR"
"Lab - hematology","2270","LABS","LABS","85396","COAGJ/FBRNLYS ASSAY WHOLE BLOOD ADDITIVE PER DAY"
"Lab - hematology","2270","LABS","LABS","85397","COAGJ&FIBRINOLYSIS FUNCTIONAL ACTV NOS EA ANAL"
"Lab - hematology","2270","LABS","LABS","85400","FIBRINOLYTIC FACTORS & INHIBITORS PLASMIN"
"Lab - hematology","2270","LABS","LABS","85410","FBRNLYC FACTORS&INHIBITORS ALPHA-2 ANTIPLASMIN"
